number of clusters = 110
Cluster 1 (67) : 
304: Input vars: const(0x0), 32-to-1(0x9), const(0x80000002), and 16-to-32Z(0x0) 

347: Input vars: const(0x0), 32-to-1(0x9), const(0x80000002), and 8-to-32S(0x0) 

415: Input vars: 32-to-32C(0x5), const(0x80000002), const(0x80000001), and 1-to-32Z(0x0) 

416: Input vars: 1-to-32S(0x1), 32-to-1(0x1), const(0x80aa0003), and 16-to-32S(0x0) 

419: Input vars: const(0x0), 32-to-1(0x0), const(0x8000000d), and 8-to-32S(0x0) 

438: Input vars: 32-to-1(0x3), 32-to-1(0x7), const(0x40000000), and (0x0) 

476: Input vars: (0x3), 32-to-1(0x0), const(0x7ffffffd), and 32-to-1(0x0) 

503: Input vars: 1-to-32S(0x0), 32-to-1(0x0), const(0x8000000d), and 16-to-32Z(0x0) 

563: Input vars: const(0x0), 32-to-1(0xc), const(0x800000ff), and 8-to-32Z(0x0) 

Cluster 23 (12) : 
31: Input vars: const(0xffffffff), 1-to-32S(0x2), const(0x80000000), and (0x0) 

89: Input vars: const(0xffffffff), 1-to-32S(0x2), const(0x80000000), and (0x0) 

207: Input vars: const(0xffffffff), 1-to-32S(0x2), const(0x80000000), and (0x0) 

223: Input vars: const(0xffffffff), 1-to-32S(0x2), const(0x80000000), and (0x0) 

241: Input vars: const(0xffffffff), 1-to-32S(0x2), const(0x80000000), and (0x0) 

255: Input vars: const(0xffffffff), 1-to-32S(0x2), const(0x80000000), and (0x0) 

335: Input vars: const(0xffffffff), 1-to-32S(0x2), const(0x80000000), and (0x0) 

354: Input vars: const(0xffffffff), 1-to-32S(0x2), const(0x80000000), and (0x0) 

392: Input vars: const(0xffffffff), 1-to-32S(0x2), const(0x80000000), and (0x0) 

408: Input vars: const(0xffffffff), 1-to-32S(0x2), const(0x80000000), and (0x0) 

490: Input vars: const(0xffffffff), 1-to-32S(0x2), const(0x80000000), and (0x0) 

547: Input vars: const(0xffffffff), 1-to-32S(0x2), const(0x80000000), and (0x0) 

Cluster 24 (41) : 
33: Input vars: (0x6), const(0x0), const(0x1f), and (0x0) 

36: Input vars: (0x6), const(0x0), const(0x1f), and (0x0) 

48: Input vars: (0x6), const(0x0), const(0x1f), and (0x0) 

50: Input vars: (0x6), const(0x0), const(0x1f), and (0x0) 

51: Input vars: (0x6), const(0x0), const(0x1f), and (0x0) 

53: Input vars: (0x6), const(0x0), const(0x1f), and (0x0) 

103: Input vars: (0x6), const(0x0), const(0x1f), and (0x0) 

104: Input vars: (0x6), const(0x0), const(0x1f), and (0x0) 

106: Input vars: (0x6), const(0x0), const(0x1f), and (0x0) 

180: Input vars: (0x6), const(0x0), const(0x1f), and (0x0) 

192: Input vars: (0x6), const(0x0), const(0x1f), and (0x0) 

218: Input vars: (0x6), const(0x0), const(0x1f), and (0x0) 

221: Input vars: (0x6), const(0x0), const(0x1f), and (0x0) 

278: Input vars: (0x6), const(0x0), const(0x1f), and (0x0) 

279: Input vars: (0x6), const(0x0), const(0x1f), and (0x0) 

315: Input vars: (0x6), const(0x0), const(0x1f), and (0x0) 

317: Input vars: (0x6), const(0x0), const(0x1f), and (0x0) 

332: Input vars: (0x6), const(0x0), const(0x1f), and (0x0) 

350: Input vars: (0x6), const(0x0), const(0x1f), and (0x0) 

353: Input vars: (0x6), const(0x0), const(0x1f), and (0x0) 

366: Input vars: (0x6), const(0x0), const(0x1f), and (0x0) 

367: Input vars: (0x6), const(0x0), const(0x1f), and (0x0) 

378: Input vars: (0x6), const(0x0), const(0x1f), and (0x0) 

387: Input vars: (0x6), const(0x0), const(0x1f), and (0x0) 

421: Input vars: (0x6), const(0x0), const(0x1f), and (0x0) 

423: Input vars: (0x6), const(0x0), const(0x1f), and (0x0) 

443: Input vars: (0x6), const(0x0), const(0x1f), and (0x0) 

444: Input vars: (0x6), const(0x0), const(0x1f), and (0x0) 

445: Input vars: (0x6), const(0x0), const(0x1f), and (0x0) 

451: Input vars: (0x6), const(0x0), const(0x1f), and (0x0) 

491: Input vars: (0x6), const(0x0), const(0x1f), and (0x0) 

492: Input vars: (0x6), const(0x0), const(0x1f), and (0x0) 

493: Input vars: (0x6), const(0x0), const(0x1f), and (0x0) 

506: Input vars: (0x6), const(0x0), const(0x1f), and (0x0) 

511: Input vars: (0x6), const(0x0), const(0x1f), and (0x0) 

532: Input vars: (0x6), const(0x0), const(0x1f), and (0x0) 

550: Input vars: (0x6), const(0x0), const(0x1f), and (0x0) 

552: Input vars: (0x6), const(0x0), const(0x1f), and (0x0) 

569: Input vars: (0x6), const(0x0), const(0x1f), and (0x0) 

570: Input vars: (0x6), const(0x0), const(0x1f), and (0x0) 

573: Input vars: (0x6), const(0x0), const(0x1f), and (0x0) 

Cluster 25 (3) : 
34: Input vars: (0x4), const(0x0), const(0x1f), and (0x0) 

256: Input vars: (0x4), const(0x0), const(0x1f), and (0x0) 

574: Input vars: (0x4), const(0x0), const(0x1f), and (0x0) 

Cluster 26 (5) : 
35: Input vars: (0x4), 32-to-1(0x4), const(0x80000000), and 1-to-32S(0x0) 

90: Input vars: 32-to-32C(0x4), const(0x0), const(0xffffffff), and (0x0) 

224: Input vars: 32-to-32C(0x4), const(0x0), const(0xffffffff), and (0x0) 

336: Input vars: 32-to-32C(0x4), const(0x0), const(0xffffffff), and (0x0) 

393: Input vars: 32-to-32C(0x4), const(0x0), const(0xffffffff), and (0x0) 

Cluster 27 (7) : 
38: Input vars: 32-to-32C(0x0), (0x0), const(0x0), and (0x0) 

116: Input vars: 32-to-32C(0x0), (0x0), const(0x0), and (0x0) 

155: Input vars: 32-to-32C(0x0), (0x0), const(0x0), and (0x0) 

211: Input vars: 32-to-32C(0x0), (0x0), const(0x0), and (0x0) 

226: Input vars: 32-to-32C(0x0), (0x0), const(0x0), and (0x0) 

339: Input vars: 32-to-32C(0x0), (0x0), const(0x0), and (0x0) 

556: Input vars: 32-to-32C(0x0), (0x0), const(0x0), and (0x0) 

Cluster 28 (2) : 
41: Input vars: (0x3), const(0x80000000), (0x0), and 16-to-32Z(0x0) 

498: Input vars: (0x3), (0x3), (0x0), and 16-to-32Z(0x0) 

Cluster 29 (1) : 
43: Input vars: (0x8), 16-to-32S(0x3), 16-to-32Z(0x8), and 16-to-32Z(0x0) 

Cluster 30 (2) : 
44: Input vars: 32-to-1(0x0), 16-to-32S(0x0), const(0x80000001), and 16-to-32S(0x0) 

375: Input vars: 32-to-1(0x3), 16-to-32S(0x0), const(0x80000001), and 16-to-32Z(0x0) 

Cluster 31 (3) : 
45: Input vars: (0x0), (0x0), (0x9), and (0x0) 

268: Input vars: (0x0), (0x0), (0x9), and (0x0) 

305: Input vars: (0x0), (0x0), (0x9), and (0x0) 

Cluster 32 (11) : 
46: Input vars: 32-to-32C(0x8), const(0x0), const(0x80008009), and 1-to-32Z(0x0) 

62: Input vars: (0x8), 32-to-1(0x8), const(0x80000000), and 1-to-32Z(0x0) 

87: Input vars: (0x8), 32-to-1(0x8), const(0xc0000002), and 1-to-32Z(0x0) 

102: Input vars: (0x8), 32-to-1(0x8), const(0xc8000000), and 1-to-32Z(0x0) 

177: Input vars: (0x1), (0x1), const(0x0), and 32-to-1(0x0) 

199: Input vars: (0x4), const(0x1), const(0x0), and (0x0) 

309: Input vars: (0x8), const(0x80000000), const(0x0), and 32-to-1(0x0) 

486: Input vars: (0x1), (0x1), const(0x0), and 32-to-1(0x0) 

513: Input vars: (0x4), const(0x1), const(0x0), and (0x0) 

517: Input vars: (0x4), const(0x1), const(0x80000004), and 1-to-32Z(0x0) 

538: Input vars: (0x0), 32-to-1(0x0), const(0x0), and (0x0) 

Cluster 33 (1) : 
47: Input vars: 32-to-32C(0x0), const(0x0), 1-to-32S(0x3), and 1-to-32Z(0x0) 

Cluster 34 (13) : 
61: Input vars: (0x4), const(0x0), const(0xff), and (0x0) 

144: Input vars: (0x4), const(0x0), const(0xff), and (0x0) 

149: Input vars: (0x4), const(0x0), const(0xff), and (0x0) 

249: Input vars: (0x4), const(0x0), const(0xff), and (0x0) 

341: Input vars: (0x4), const(0x0), const(0xff), and (0x0) 

364: Input vars: (0x4), const(0x0), const(0xff), and (0x0) 

441: Input vars: (0x4), const(0x0), const(0xff), and (0x0) 

469: Input vars: (0x4), const(0x0), const(0xff), and (0x0) 

473: Input vars: (0x4), const(0x0), const(0xff), and (0x0) 

494: Input vars: (0x4), const(0x0), const(0xff), and (0x0) 

505: Input vars: (0x4), const(0x0), const(0xff), and (0x0) 

507: Input vars: (0x4), const(0x0), const(0xff), and (0x0) 

523: Input vars: (0x4), const(0x0), const(0xff), and (0x0) 

Cluster 35 (7) : 
72: Input vars: const(0x0), (0x3), 32-to-1(0x0), and (0x0) 

73: Input vars: const(0x0), (0x3), const(0x0), and (0x0) 

243: Input vars: const(0x0), (0x3), const(0x400), and (0x0) 

409: Input vars: const(0x0), (0x3), 32-to-1(0x0), and (0x0) 

435: Input vars: 32-to-32C(0x3), (0x3), const(0x0), and (0x0) 

453: Input vars: const(0x0), (0x3), 32-to-1(0x0), and (0x0) 

484: Input vars: const(0x0), (0x3), const(0x0), and (0x0) 

Cluster 36 (1) : 
77: Input vars: (0x0), const(0x12c), const(0x1f4), and (0x0) 

Cluster 37 (3) : 
78: Input vars: (0x4), (0x9), (0x4), and (0x0) 

84: Input vars: (0x4), (0x9), (0x4), and (0x0) 

300: Input vars: (0x4), (0x9), (0x4), and (0x0) 

Cluster 38 (4) : 
80: Input vars: 32-to-1(0x1), const(0x1), const(0x80000002), and 8-to-32S(0x0) 

252: Input vars: 32-to-1(0xb), const(0x1), const(0x80004002), and 8-to-32Z(0x0) 

270: Input vars: 32-to-1(0xb), const(0x1), const(0x80000002), and 8-to-32S(0x0) 

306: Input vars: 32-to-1(0xb), const(0x1), const(0x80000002), and 8-to-32S(0x0) 

Cluster 39 (1) : 
83: Input vars: 32-to-32C(0x7), 32-to-32C(0x7), const(0x80000040), and 16-to-32Z(0x0) 

Cluster 40 (1) : 
88: Input vars: const(0x200), const(0x0), (0x2), and (0x0) 

Cluster 41 (3) : 
93: Input vars: const(0x0), (0x9), const(0x0), and (0x0) 

196: Input vars: 32-to-32C(0x9), (0x9), const(0x0), and (0x0) 

283: Input vars: 32-to-32C(0x9), (0x9), const(0x0), and (0x0) 

Cluster 42 (1) : 
96: Input vars: (0x1), const(0x80000000), (0x3), and 16-to-32Z(0x0) 

Cluster 43 (3) : 
100: Input vars: 1-to-32Z(0x0), const(0x1), const(0x0), and (0x0) 

344: Input vars: 1-to-32Z(0x0), 32-to-1(0x2), const(0xa0000000), and 1-to-32Z(0x0) 

461: Input vars: 1-to-32Z(0x0), 32-to-1(0x2), const(0x90000000), and 16-to-32Z(0x0) 

Cluster 44 (4) : 
105: Input vars: const(0xffffffff), 1-to-32S(0x8), const(0x80000000), and (0x0) 

217: Input vars: const(0xffffffff), 1-to-32S(0x8), const(0x80000000), and (0x0) 

257: Input vars: const(0xffffffff), 1-to-32S(0x8), const(0x80000000), and (0x0) 

258: Input vars: const(0xffffffff), 1-to-32S(0x8), const(0x80000000), and (0x0) 

Cluster 45 (5) : 
111: Input vars: (0x2), (0x2), (0x7), and (0x0) 

136: Input vars: (0x2), (0x2), (0x7), and (0x0) 

139: Input vars: (0x7), const(0x80000000), (0x2), and (0x0) 

213: Input vars: (0x2), (0x2), (0x7), and (0x0) 

434: Input vars: (0x2), (0x2), (0x7), and (0x0) 

Cluster 46 (2) : 
117: Input vars: (0x8), (0xa), 32-to-32C(0x8), and 16-to-32Z(0x0) 

422: Input vars: (0x8), (0xa), 32-to-32C(0x8), and 16-to-32Z(0x0) 

Cluster 47 (2) : 
121: Input vars: (0x0), (0x0), (0x2), and (0x0) 

176: Input vars: (0x0), (0x0), (0x2), and (0x0) 

Cluster 48 (3) : 
127: Input vars: (0x3), const(0x0), const(0x88441ee1), and 16-to-32S(0x0) 

193: Input vars: (0x3), const(0x0), const(0xfe001ee1), and 16-to-32S(0x0) 

281: Input vars: (0x3), const(0x0), const(0x80001ee1), and 16-to-32S(0x0) 

Cluster 49 (4) : 
129: Input vars: (0x5), const(0x0), const(0x1f), and (0x0) 

161: Input vars: (0x5), const(0x0), const(0x1f), and (0x0) 

390: Input vars: (0x5), const(0x0), const(0x1f), and (0x0) 

430: Input vars: (0x5), const(0x0), const(0x1f), and (0x0) 

Cluster 50 (5) : 
132: Input vars: (0x3), const(0x0), const(0xff), and (0x0) 

184: Input vars: (0x3), const(0x0), const(0xff), and (0x0) 

357: Input vars: (0x3), const(0x0), const(0xff), and (0x0) 

398: Input vars: (0x3), const(0x0), const(0xff), and (0x0) 

474: Input vars: (0x3), const(0x0), const(0xff), and (0x0) 

Cluster 51 (1) : 
134: Input vars: const(0xffffffff), 1-to-32S(0x3), const(0x80000064), and 8-to-32Z(0x0) 

Cluster 52 (3) : 
135: Input vars: (0x0), (0x0), (0x3), and (0x0) 

185: Input vars: (0x0), (0x0), (0x3), and (0x0) 

481: Input vars: (0x0), (0x0), (0x3), and (0x0) 

Cluster 53 (4) : 
145: Input vars: const(0xffffffff), 1-to-32S(0x7), const(0x80000000), and (0x0) 

147: Input vars: const(0xffffffff), 1-to-32S(0x7), const(0x80000000), and (0x0) 

157: Input vars: const(0xffffffff), 1-to-32S(0x7), const(0x80000000), and (0x0) 

571: Input vars: const(0xffffffff), 1-to-32S(0x7), const(0x80000000), and (0x0) 

Cluster 54 (2) : 
146: Input vars: 32-to-32C(0x0), const(0x0), const(0xfe000000), and (0x0) 

319: Input vars: 32-to-32C(0x8), const(0x0), const(0xfe000000), and (0x0) 

Cluster 55 (1) : 
148: Input vars: (0x2), const(0x0), (0x3), and (0x0) 

Cluster 56 (1) : 
151: Input vars: const(0x3), 32-to-1(0x2), (0x2), and (0x0) 

Cluster 57 (1) : 
152: Input vars: (0x8), 16-to-32S(0x3), (0x8), and (0x0) 

Cluster 58 (4) : 
153: Input vars: (0xc), const(0x0), const(0x800000ff), and 8-to-32Z(0x0) 

250: Input vars: 32-to-32C(0x3), const(0xffffffff), const(0x0), and 8-to-32Z(0x0) 

362: Input vars: (0x3), const(0x0), const(0xdfffd5ff), and 8-to-32Z(0x0) 

526: Input vars: 32-to-32C(0x3), const(0xffffffff), const(0x0), and 8-to-32Z(0x0) 

Cluster 59 (1) : 
158: Input vars: 8-to-32S(0x0), const(0x0), const(0x80000001), and 1-to-32Z(0x0) 

Cluster 60 (3) : 
165: Input vars: (0xc), const(0x0), const(0xff), and (0x0) 

475: Input vars: (0xc), const(0x0), const(0xff), and (0x0) 

533: Input vars: (0xc), const(0x0), const(0xff), and (0x0) 

Cluster 61 (2) : 
181: Input vars: 32-to-32C(0x7), const(0x0), const(0x80000000), and (0x0) 

292: Input vars: 32-to-32C(0x8), const(0x0), const(0x80000000), and (0x0) 

Cluster 62 (2) : 
187: Input vars: (0x0), const(0xa594), 16-to-32Z(0x0), and (0x0) 

331: Input vars: (0x0), const(0xa594), 16-to-32Z(0x0), and (0x0) 

Cluster 63 (1) : 
189: Input vars: 32-to-32C(0x4), const(0x88000000), const(0x80000001), and 1-to-32Z(0x0) 

Cluster 64 (2) : 
200: Input vars: (0x5), (0x5), const(0x4), and (0x0) 

342: Input vars: const(0x4), const(0x0), (0x5), and (0x0) 

Cluster 65 (2) : 
209: Input vars: (0x3), (0x3), (0x1), and (0x0) 

356: Input vars: (0x1), (0x1), (0x3), and (0x0) 

Cluster 66 (1) : 
214: Input vars: const(0x104), const(0x0), (0xb), and (0x0) 

Cluster 67 (10) : 
230: Input vars: (0x2), const(0x0), const(0x40), and (0x0) 

296: Input vars: (0x2), const(0x0), const(0x40), and (0x0) 

311: Input vars: (0x2), const(0x0), const(0x40), and (0x0) 

318: Input vars: (0x2), const(0x0), const(0x40), and (0x0) 

352: Input vars: (0x2), const(0x0), const(0x40), and (0x0) 

359: Input vars: (0x2), const(0x0), const(0x40), and (0x0) 

389: Input vars: (0x2), const(0x0), const(0x40), and (0x0) 

414: Input vars: (0x2), const(0x0), const(0x40), and (0x0) 

429: Input vars: (0x2), const(0x0), const(0x40), and (0x0) 

464: Input vars: (0x2), const(0x0), const(0x40), and (0x0) 

Cluster 68 (3) : 
232: Input vars: (0x0), 32-to-32C(0x0), (0x0), and (0x0) 

313: Input vars: 32-to-32C(0x0), (0x0), 32-to-32C(0x0), and (0x0) 

365: Input vars: 32-to-32C(0x0), (0x0), 32-to-32C(0x0), and (0x0) 

Cluster 69 (1) : 
236: Input vars: (0x3), (0x3), (0x6), and (0x0) 

Cluster 70 (1) : 
238: Input vars: 32-to-32C(0x2), const(0x80010000), const(0x80000001), and 1-to-32Z(0x0) 

Cluster 71 (1) : 
260: Input vars: (0x1), const(0x0), const(0xff), and (0x0) 

Cluster 72 (1) : 
262: Input vars: (0x3), const(0x20), const(0x80002801), and 1-to-32Z(0x0) 

Cluster 73 (1) : 
263: Input vars: const(0x60), const(0x0), (0x2), and (0x0) 

Cluster 74 (1) : 
264: Input vars: const(0x8000000f), const(0x80000002), 32-to-32C(0x0), and 16-to-32Z(0x0) 

Cluster 75 (1) : 
269: Input vars: 32-to-1(0x3), const(0x1), const(0x80000003), and 8-to-32Z(0x0) 

Cluster 76 (3) : 
274: Input vars: (0x0), 16-to-32S(0x8), (0x0), and (0x0) 

361: Input vars: (0x0), 16-to-32S(0x8), (0x0), and (0x0) 

402: Input vars: (0x0), 16-to-32S(0x8), (0x0), and (0x0) 

Cluster 77 (1) : 
291: Input vars: 8-to-32S(0x1), const(0x0), const(0x80000001), and 1-to-32Z(0x0) 

Cluster 78 (1) : 
307: Input vars: (0x6), const(0x80000000), (0x2), and (0x0) 

Cluster 79 (1) : 
314: Input vars: (0x0), 16-to-32S(0x8), 32-to-32C(0x0), and 16-to-32S(0x0) 

Cluster 80 (4) : 
325: Input vars: const(0x0), (0x7), const(0x0), and (0x0) 

394: Input vars: const(0x0), (0x7), const(0x0), and (0x0) 

485: Input vars: 32-to-32C(0x7), (0x7), const(0x0), and (0x0) 

555: Input vars: const(0x0), (0x7), const(0x0), and (0x0) 

Cluster 81 (1) : 
328: Input vars: 32-to-32C(0x2), 32-to-32C(0x2), const(0x80000104), and 16-to-32Z(0x0) 

Cluster 82 (1) : 
348: Input vars: 32-to-32C(0x4), 32-to-32C(0x4), const(0x80000020), and 16-to-32Z(0x0) 

Cluster 83 (2) : 
372: Input vars: (0xc), (0x7), (0xc), and (0x0) 

560: Input vars: (0x7), (0xc), (0x7), and (0x0) 

Cluster 84 (1) : 
377: Input vars: 16-to-32S(0x8), 16-to-32S(0x3), 32-to-32C(0x8), and 16-to-32Z(0x0) 

Cluster 85 (2) : 
379: Input vars: 32-to-1(0x4), const(0x1), const(0x0), and (0x0) 

426: Input vars: 32-to-1(0x4), const(0x1), const(0x0), and (0x0) 

Cluster 86 (3) : 
386: Input vars: 32-to-32C(0x4), const(0x80000002), const(0x80000001), and 1-to-32Z(0x0) 

546: Input vars: 32-to-32C(0x4), const(0x80000002), const(0x80000001), and 1-to-32Z(0x0) 

566: Input vars: 32-to-32C(0x4), const(0x80000002), const(0x80000001), and 1-to-32Z(0x0) 

Cluster 87 (1) : 
400: Input vars: const(0x0), (0x4), const(0x11100000), and (0x0) 

Cluster 88 (1) : 
403: Input vars: 16-to-32S(0x8), 16-to-32S(0x3), 16-to-32S(0x8), and (0x0) 

Cluster 89 (1) : 
412: Input vars: const(0x384), const(0x0), (0x2), and (0x0) 

Cluster 90 (1) : 
417: Input vars: (0x0), const(0x14), (0x0), and (0x0) 

Cluster 91 (1) : 
440: Input vars: 32-to-32C(0x6), 32-to-32C(0x6), const(0x8000000a), and 16-to-32S(0x0) 

Cluster 92 (1) : 
454: Input vars: const(0x0), (0x5), const(0x0), and (0x0) 

Cluster 93 (1) : 
457: Input vars: (0x0), const(0x0), const(0xc0003ec1), and 16-to-32S(0x0) 

Cluster 94 (1) : 
458: Input vars: (0xc), (0x6), (0xc), and (0x0) 

Cluster 95 (1) : 
460: Input vars: (0x7), 16-to-32S(0x1), (0x7), and (0x0) 

Cluster 96 (1) : 
465: Input vars: (0x2), (0x2), (0x9), and (0x0) 

Cluster 97 (1) : 
472: Input vars: 8-to-32S(0x4), const(0x1a), const(0x1e), and 1-to-32S(0x0) 

Cluster 98 (1) : 
488: Input vars: 32-to-32C(0x5), 32-to-32C(0x5), const(0x80000006), and 16-to-32Z(0x0) 

Cluster 99 (1) : 
495: Input vars: const(0x0), (0x1), const(0x0), and (0x0) 

Cluster 100 (1) : 
496: Input vars: (0x0), const(0x14), const(0x83), and (0x0) 

Cluster 101 (1) : 
499: Input vars: (0xa), (0x0), (0xa), and (0x0) 

Cluster 102 (1) : 
501: Input vars: (0x1), (0x1), (0x2), and (0x0) 

Cluster 103 (1) : 
502: Input vars: 1-to-32S(0x5), const(0x0), const(0x80000005), and 1-to-32Z(0x0) 

Cluster 104 (2) : 
516: Input vars: (0x0), (0x0), 16-to-32S(0x3), and (0x0) 

522: Input vars: (0x0), (0x0), 16-to-32S(0x3), and (0x0) 

Cluster 105 (1) : 
539: Input vars: const(0x7), const(0x0), (0x2), and (0x0) 

Cluster 106 (1) : 
554: Input vars: 32-to-32C(0x6), const(0x0), const(0xf8000000), and (0x0) 

Cluster 107 (1) : 
557: Input vars: const(0x80008000), const(0x80000000), 32-to-32C(0x1), and 16-to-32Z(0x0) 

Cluster 108 (1) : 
568: Input vars: 32-to-32C(0x2), const(0x80000000), const(0x80000010), and 8-to-32S(0x0) 

Cluster 109 (1) : 
576: Input vars: 32-to-32C(0xa), const(0x0), const(0xff000000), and (0x0) 

